,1,2,3,pChEMBL.Value,Name
0,-358.4998555207745,-0.2873876029172964,-0.6386432680738362,5.47,CHEMBL420395
1,-357.4999052252283,-0.31954075181587976,-0.6622189325470154,6.3,CHEMBL349091
2,-356.49990617082494,-0.32037194378806266,-0.6622512684032964,4.98,CHEMBL76374
3,-355.4998702254673,-0.26826101655910417,-1.0108144441935694,6.55,CHEMBL136664
4,-354.5003364118964,0.1544429272519139,4.556969004257409,6.08,CHEMBL1627410
5,-353.5001627091501,-0.4454133569666875,-0.82744621201136,5.16,CHEMBL63397
6,-352.49945192629104,-0.3353334761652995,-0.9011294975086186,6.72,CHEMBL67175
7,-351.5023132207694,-0.6037627651419849,-0.5047077599126828,6.82,CHEMBL228541
8,-350.5023577736624,-0.6117415538799494,-0.2954666273461812,4.7,CHEMBL228371
9,-349.4981684142212,3.3092198454878132,0.7325284071698391,6.8,CHEMBL598009
10,-348.5020017662711,-0.36942472539187815,-1.5605257454316517,5.05,CHEMBL27198
11,-347.49842265629087,3.4285897976465236,0.2145966806506994,6.32,CHEMBL479928
12,-346.5021135657771,-0.4462259663704932,-1.3888927731390628,5.22,CHEMBL284412
13,-345.5001144070771,-0.48063137734578293,-0.5145446631188447,4.5,CHEMBL79227
14,-344.500457898167,0.883578921927861,-1.388066711848246,5.29,CHEMBL325346
15,-343.50245231198875,-0.6152599809295047,-0.5018877166034705,6.6,CHEMBL228542
16,-342.5020074398515,-0.3744118772249663,-1.5607197605693326,6.34,CHEMBL231602
17,-341.49991507367434,-0.31486723166205155,-1.0088117234826004,6.87,CHEMBL344037
18,-340.50231951223634,-0.6961640822231512,-0.3732691038331137,4.37,CHEMBL389265
19,-339.499416263198,-0.16353034713929876,-0.9857626392794564,5.47,CHEMBL84380
20,-338.5020112222384,-0.3777366451136917,-1.5608491039944532,4.72,CHEMBL27197
21,-337.4988287609453,3.843777123500416,0.34446482862863004,9.89,CHEMBL1672979
22,-336.5002250996162,0.8136867362988153,-1.3525747139041104,5.54,CHEMBL1672974
23,-335.5020140590287,-0.38023022103023596,-1.5609461115632932,4.54,CHEMBL27775
24,-334.50002485163435,-0.25435933282589107,-0.9261873384779986,4.95,CHEMBL334696
25,-333.49987916069284,-0.3081674022218316,-0.6394516644808375,4.65,CHEMBL305637
26,-332.49992886514644,-0.3403205511204157,-0.6630273289540194,5.77,CHEMBL443552
27,-331.5020352534192,-2.174697890258626,2.5490149232845325,5.03,CHEMBL184540
28,-330.5017295127182,-1.768326340282987,1.8993332222110917,6.75,CHEMBL186816
29,-329.50014548786413,-0.39922604485821145,-0.9254934856135858,5.3,CHEMBL63504
30,-328.49996425738635,-0.3786148465015492,-0.6607012496802493,5.03,CHEMBL347202
31,-327.5022140488819,-2.2865598298472958,2.969346479945586,5.99,CHEMBL1627553
32,-326.5003935554768,0.15961346790126996,4.681845846215555,6.96,CHEMBL1627418
33,-325.50202351499587,-0.3885421407520495,-1.5612694701260943,5.85,CHEMBL26541
34,-324.5008033370608,0.985363425660606,-1.2846608631479162,6.62,CHEMBL1672982
35,-323.4992520632071,3.3549697517298123,0.04541003225247216,6.72,CHEMBL390496
36,-322.49985267130245,-0.2643683947146868,-0.988338198833911,6.72,CHEMBL137119
37,-321.49815377128033,2.2536252640909984,0.5136196392081922,4.99,CHEMBL181078
38,-320.5000565092056,-0.8213290267555385,0.19992745498128575,6.0,CHEMBL26036
39,-319.4998555080926,-0.266861970631231,-0.9884352064027515,7.35,CHEMBL137289
40,-318.50220554672853,-0.7458070207601635,-0.459286651368729,5.38,CHEMBL426202
41,-317.49990615814295,-0.2998463115019964,-1.0120432067322138,5.59,CHEMBL137313
42,-316.5020320253665,-0.39602286850168184,-1.5615604928326154,4.3,CHEMBL285011
43,-315.5023801675034,-2.275546962620591,2.738221781815356,5.25,CHEMBL1627428
44,-314.49629844869736,3.568501498644434,2.7726754160521003,4.1,CHEMBL1159897
45,-313.50142582179996,-0.06229557885536061,-1.1535038722618005,5.34,CHEMBL389890
46,-312.49968935623804,0.26374885126142916,-0.883284855132224,7.25,CHEMBL44459
47,-311.50158745676555,-0.16191771405486194,-0.965681741535912,5.4,CHEMBL389867
48,-310.5023069250794,-0.7706617926873391,-0.0880133146453919,5.1,CHEMBL444886
49,-309.50223106962306,-2.3015212853465603,2.9687644345325435,5.7,CHEMBL1627411
50,-308.49990280061104,-0.3289472015263658,-0.64026006088784,5.23,CHEMBL306782
51,-307.502263665686,-0.6788395238327708,-0.382163227863679,7.3,CHEMBL389889
52,-306.4999046918045,-0.33060958547072866,-0.6403247326004005,5.32,CHEMBL80330
53,-305.5023526081218,-0.7252558012494993,-0.37440085880291774,4.89,CHEMBL228797
54,-304.50229648068847,-2.2391305890508546,2.457394728192273,4.91,CHEMBL188214
55,-303.501681840683,-1.4147441413856487,1.4472580505075516,6.58,CHEMBL187900
56,-302.50223768880016,-2.30733962915183,2.9685380835385824,6.36,CHEMBL1627427
57,-301.4999094197882,-0.3347655453316355,-0.6404864118818012,5.42,CHEMBL78282
58,-300.49999712791873,-0.34824981723944787,-0.9870693769650778,5.15,CHEMBL305077
59,-299.50246471216025,-2.348627175938004,2.885331039408388,6.96,CHEMBL1627421
60,-298.49992412448086,-0.31563895897344246,-1.0126575880015354,7.21,CHEMBL138488
61,-297.49938074224366,0.02438033526866358,-0.7913084244891906,6.58,CHEMBL1945897
62,-296.49991414777185,-0.3389215051925423,-0.6406480911632014,5.3,CHEMBL421505
63,-295.4999883555209,-0.238316719794827,-1.3342891603201903,6.11,CHEMBL65211
64,-294.5024409192107,-0.7964714911264841,-0.22788794012345823,5.4,CHEMBL387708
65,-293.50036254919337,0.030546213264971176,4.572741986157661,7.62,CHEMBL1627429
66,-292.49934238534576,-0.1153617642344129,-0.7374369299389328,6.72,CHEMBL385226
67,-291.5022480903642,-2.316482740845825,2.968182389119502,5.22,CHEMBL1628149
68,-290.4996220708714,-0.21497435359383235,-1.1712770001785515,5.28,CHEMBL63345
69,-289.49937358531224,-0.3502856027863003,-1.0738995687719963,5.34,CHEMBL65399
70,-288.5022509271544,-2.318976316762369,2.9680853815506607,7.21,CHEMBL270250
71,-287.50247605932094,-2.3586014796041805,2.8849430091330266,7.66,CHEMBL1627617
72,-286.5022528183478,-2.3206387007067333,2.968020709838102,4.84,CHEMBL1627625
73,-285.49938141738227,-0.004862967794134591,-0.8429639624901016,5.85,CHEMBL407952
74,-284.5002878293288,-0.43713564568781194,-0.7698947667211323,5.24,CHEMBL63838
75,-283.5020632300585,-0.423452203583667,-1.562627576089859,5.5,CHEMBL26969
