,1,2,3,4,5,6,7,pChEMBL.Value,Name
0,358.94021862638766,-35.17190913471781,-7.099436463975223,-3.839053665363624,-2.7083959026197437,9.537329020691692,3.829134275868661,5.47,CHEMBL420395
1,358.0491322251066,-44.78959664220683,-7.9509270222352315,-5.84280502008985,-1.224136690103174,6.491186327634049,5.767042718806862,4.98,CHEMBL76374
2,356.8323535048289,-26.470554676022072,-4.255888319440433,-9.772349417710032,0.24808452177345894,0.5251826697811571,4.6554887549231285,6.55,CHEMBL136664
3,355.9070183121358,-32.473754994439076,-6.612930771609401,-5.831426209293092,-0.3663838885280357,5.380058454502609,8.13451689873845,6.3,CHEMBL349091
4,354.9275429532555,-34.96985152670671,-6.364310235269427,-10.271084103042826,0.03170432243774311,0.2800597397506598,1.5918198493722262,5.16,CHEMBL63397
5,353.79373199291206,-23.94917744600655,-11.026703810566572,6.080155892371409,11.635423575105738,-17.349653292689826,-2.8094165054942986,6.32,CHEMBL479928
6,352.8944704300148,-32.675303708398374,-13.31475633653129,-9.71501252547791,2.730671974767898,-2.9022295135484715,1.2471992788175104,6.72,CHEMBL67175
7,351.1501030695537,26.19667963715567,27.58618289249007,-5.23746993351148,1.6558709047195783,1.7466964701076597,3.159998145675636,6.08,CHEMBL1627410
8,350.9654864368053,-36.18057648878902,-3.2620985531195053,11.87793926432776,-6.948932616775468,10.045056296685795,-6.48071336674575,6.82,CHEMBL228541
9,350.00355906334147,-40.619069924646006,-0.20977434698807637,12.246212877154813,-6.611716305571718,9.671037573617191,-4.641313405138015,4.7,CHEMBL228371
10,347.7594264065932,79.88324411823234,-26.894720834562513,-0.6907480333500757,-0.5814545351134319,-5.733451825815311,-2.102575878998436,5.05,CHEMBL27198
11,347.8423913824063,-29.663496338807093,1.847126562397025,5.559604728574017,2.7565918630152426,-8.273008954342327,-3.2711914189956492,6.8,CHEMBL598009
12,345.75471298964527,80.90184914978907,-28.313654356186223,2.0831857905116364,-2.138395413863641,-0.786446043133493,-3.486563135818107,6.34,CHEMBL231602
13,346.11645052064165,-51.1478968386515,-7.718754097352899,-7.042879264612775,-1.6661085639054418,5.914760239155854,2.8400731174707228,4.5,CHEMBL79227
14,344.9627639295756,-36.273844280473924,-3.1841471251642917,11.890430138589098,-6.848119961179832,10.076510915075502,-6.440691365615384,6.6,CHEMBL228542
15,342.81675318050685,76.15420246916355,-29.874626691675395,3.1471091601571293,-1.650527826837935,-5.102736065649468,-3.9945736441232196,5.22,CHEMBL284412
16,342.8399089933964,-24.889210651333087,-2.5029375856858147,17.888970775632025,0.8490521321274894,-14.820924129677369,1.1699583893581411,5.29,CHEMBL325346
17,340.69777942146015,84.92713380440065,-25.26420271430002,0.18418411592765085,-0.6384273946059822,-6.248613958772309,-1.5287708478345867,4.72,CHEMBL27197
18,340.8859428290909,-31.28346391698491,-5.002590679509059,-10.332032933714098,0.09503270866219823,0.5129363997469019,3.854548314497769,6.87,CHEMBL344037
19,340.00518058938957,-39.60067118758619,-1.9008198797616989,12.596775150227932,-6.836029129181174,9.973256289700313,-5.256661548212863,4.37,CHEMBL389265
20,338.88286631059384,-32.062967439266075,-1.0703317338730356,-3.0425863059928955,-2.544147546453988,6.990730547452312,2.841779096758184,5.47,CHEMBL84380
21,336.69227334595934,86.4120190314944,-27.621380996771332,4.054450995816655,-2.4651938718434696,-0.3432150269319924,-3.989636986272699,5.85,CHEMBL26541
22,335.91794533144594,65.67540051412996,-28.151047471881455,-8.733850107418604,1.9960103867885564,-8.064344271803414,2.7543791836274547,4.54,CHEMBL27775
23,335.8388930263772,-28.639385756605794,0.5569067030133107,-7.648810212827108,-0.05455944871305822,0.06908958756825438,4.290354651036656,4.95,CHEMBL334696
24,334.99987944940386,-41.096676004655436,-7.345325253516071,-6.795822729041701,-0.23224812039049747,4.759623949350611,6.94643807147406,5.03,CHEMBL347202
25,333.5128975491393,-0.31392286879742715,6.378279848450139,-11.388134955142165,-0.9396405937402944,3.5793194538880204,4.558852144436571,5.03,CHEMBL184540
26,332.8434595439521,-27.1953056386875,-5.120921589726245,-2.7278918417778066,-2.837848307230442,9.740334315303164,4.47638895063071,4.65,CHEMBL305637
27,331.49008919124714,6.194725046215246,5.0496104079876645,31.172721887065382,-2.4029553484217185,-15.508872818898162,0.15615467216497875,5.54,CHEMBL1672974
