,1,2,3,pChEMBL.Value,Name
0,358.5023078258112,2.724599616511449,-0.49837795418235786,4.98,CHEMBL76374
1,357.50228475952906,2.7178886201492505,-0.5513738595511515,5.47,CHEMBL420395
2,356.50234456454393,2.768750830266154,-0.4698259394773553,6.3,CHEMBL349091
3,355.5021821038509,3.048839234739364,-1.1538854171003385,6.55,CHEMBL136664
4,354.50232447331615,0.805533615925097,-1.2154992571292864,5.16,CHEMBL63397
5,353.5007865785093,-3.087054866490177,4.526382364632499,6.32,CHEMBL479928
6,352.501737068585,1.175419061129929,-0.4416646279042913,6.72,CHEMBL67175
7,351.5072138598545,1.572409128819132,1.7142512953147262,6.82,CHEMBL228541
8,350.50124486277565,-3.2780645624405813,4.446272861673219,6.8,CHEMBL598009
9,349.50669305407075,0.741533433775998,1.663822342334607,4.7,CHEMBL228371
10,348.498096238756,-2.9780918066554074,-3.2466924917746716,6.08,CHEMBL1627410
11,347.50518199247796,3.3467228097762036,0.7644793785431031,5.22,CHEMBL284412
12,346.5062495222553,3.330574103687944,1.0094844738290154,6.34,CHEMBL231602
13,345.5054427043233,3.3954445923274803,0.485909856299992,5.05,CHEMBL27198
14,344.5023371362028,2.7303706756607684,-0.49560514646086923,4.5,CHEMBL79227
15,343.50692798775634,1.4747044606536843,1.6444841103045624,6.6,CHEMBL228542
16,342.49934461088947,-3.399039175980076,5.9572523662834325,5.29,CHEMBL325346
17,341.5020031353919,2.931318721911763,-1.0694243101549643,6.87,CHEMBL344037
18,340.5054531723206,3.397505684880807,0.48690014477195187,4.72,CHEMBL27197
19,339.50640487205754,0.5765443309182442,1.551936962660495,4.37,CHEMBL389265
20,338.49818510727494,-4.080558380532259,6.0547080502501744,9.89,CHEMBL1672979
21,337.49841620111357,-3.799098355927452,5.6956252741286475,5.54,CHEMBL1672974
22,336.5023631393499,1.2463998651211232,-0.7825377495174792,5.47,CHEMBL84380
23,335.4991298450926,0.8946325214905632,-1.3427085853547165,4.95,CHEMBL334696
24,334.50193620757085,2.683726892419701,-0.5973434548279439,4.65,CHEMBL305637
25,333.50215589486277,2.529005650259682,-0.5545444525450456,5.03,CHEMBL347202
26,332.5021141092555,2.702677299464736,-0.4652886425162349,5.77,CHEMBL443552
27,331.5015455397095,3.261577622846941,-1.7850026965190018,5.03,CHEMBL184540
28,330.5008611048481,0.6432791772237108,-1.7214930027810518,6.75,CHEMBL186816
29,329.5027342145601,0.9056324365071919,-1.2492736429022369,5.3,CHEMBL63504
30,328.5051874241031,3.4784653200973676,0.16219757329751505,4.54,CHEMBL27775
31,327.49831656787967,-3.8905652107537865,5.892563257361763,6.62,CHEMBL1672982
32,326.49915507423736,-3.3295809034024506,6.28632286565702,6.72,CHEMBL390496
33,325.50510321299834,3.247030630800215,0.5450919082511553,5.85,CHEMBL26541
34,324.50157127102426,3.1248385460799573,-0.8155881506713923,6.72,CHEMBL137119
35,323.4994457634446,-0.6501808145160599,0.9062809722881692,4.99,CHEMBL181078
36,322.5019818820244,3.0813450375882887,-1.0423322536393156,7.35,CHEMBL137289
37,321.49845185392707,-2.7467058703946905,-3.3161468158838243,5.99,CHEMBL1627553
38,320.50216548828473,3.126057288134021,-0.9182180230367539,5.59,CHEMBL137313
39,319.4995069860266,-1.269050393969298,-1.1877093535274073,6.0,CHEMBL26036
40,318.4984402073794,-2.9622673189607425,-3.058299173721445,6.96,CHEMBL1627418
41,317.5068600969441,1.1351482708915528,1.2868596767692408,5.38,CHEMBL426202
42,316.4994882924225,-0.09103782774250954,0.7792526091983112,7.25,CHEMBL44459
43,315.49674293502704,-2.6291964414620095,2.888305734188097,4.1,CHEMBL1159897
44,314.4997487055348,-1.0499133350034044,-3.108082003594779,5.25,CHEMBL1627428
45,313.50309796731176,-1.2581061323987144,1.376233874946249,5.34,CHEMBL389890
46,312.5070177448749,1.543744542039691,1.6642116977283128,7.3,CHEMBL389889
47,311.50551388670465,3.4094600216901045,0.49264381790932066,4.3,CHEMBL285011
48,310.5064652502988,0.7994413066965892,1.6949884064558987,4.89,CHEMBL228797
49,309.4988706368574,-2.710790335581244,-3.290271543974852,5.7,CHEMBL1627411
50,308.504745849259,-0.9366768692995935,1.4547068044253673,5.1,CHEMBL444886
51,307.5030109105677,-1.4209754439550741,1.99459733465654,5.4,CHEMBL389867
52,306.502391533101,2.7389117641931815,-0.5412729171371589,5.23,CHEMBL306782
53,305.5019969219549,2.695681229228999,-0.5915997816905755,5.32,CHEMBL80330
54,304.5023957202999,2.7397362012145132,-0.540876801748375,5.42,CHEMBL78282
55,303.4986832305512,2.1183053100718907,2.405258701324631,6.58,CHEMBL187900
