,1,2,3,pChEMBL.Value,Name
0,-358.50007411262794,0.461280286527046,-0.28168207226099606,4.98,CHEMBL76374
1,-357.500074483337,0.4612230493799234,-0.2820626689557945,5.47,CHEMBL420395
2,-356.500089830501,0.789265205673416,-0.1602327618169758,6.3,CHEMBL349091
3,-355.5003357841499,0.5462382861192338,-0.022190092884360673,5.16,CHEMBL63397
4,-354.5002043361826,0.6183997205873438,-0.15428652975858545,6.55,CHEMBL136664
5,-353.4997813987873,-1.7896000283986044,0.41283844314424606,6.08,CHEMBL1627410
6,-352.4996051362672,0.8337261678451898,1.8577597793828933,6.32,CHEMBL479928
7,-351.50017649439457,0.7821511803109258,0.18276656501244626,6.72,CHEMBL67175
8,-350.49962947922285,0.8658661118540097,1.8803979529391028,6.8,CHEMBL598009
9,-349.500683611127,0.668281838768108,-0.9646824115608911,4.7,CHEMBL228371
10,-348.50119615825145,0.5408468792339631,-1.5695441017091432,6.82,CHEMBL228541
11,-347.5015335723175,0.232031388725351,-2.035532936699798,4.72,CHEMBL27197
12,-346.5015492442264,0.25159171954629234,-1.9906928253867378,6.34,CHEMBL231602
13,-345.5012985545471,0.5403123306165053,-1.8649711995985456,5.22,CHEMBL284412
14,-344.50153468444427,0.23185967728397328,-2.036674726784196,5.05,CHEMBL27198
15,-343.5008466079714,0.43179657310515707,-1.1734450364056919,6.6,CHEMBL228542
16,-342.4997120020029,0.9872340927712967,2.223615485866879,5.29,CHEMBL325346
17,-341.50004543267477,0.6455581075240019,-0.07449959689912082,4.5,CHEMBL79227
18,-340.49971274342073,0.9871196184770445,2.222854292477279,5.54,CHEMBL1672974
19,-339.4999502097591,0.8577698810977652,-0.09989168197465526,6.87,CHEMBL344037
20,-338.500687688925,0.6676522301497231,-0.968868975203684,4.37,CHEMBL389265
21,-337.49968639595437,0.9651274763988923,2.2630563695178183,9.89,CHEMBL1672979
22,-336.500202060578,0.26794237716532204,-0.15880550841662996,5.47,CHEMBL84380
23,-335.4996481096766,0.011669004158346916,0.8517797414843846,4.95,CHEMBL334696
