,1,2,3,4,5,pChEMBL.Value,Name
0,358.81510457867165,-29.647878447993104,4.196953049948615,-1.5652961806662704,0.9657221565939285,4.98,CHEMBL76374
1,357.780185561424,-24.729411672645714,-0.9788548627888104,3.1658598195484333,2.4991257675338714,5.47,CHEMBL420395
2,356.73260435915046,-19.487267514539678,-2.291595734712428,3.8187237101830234,4.501028348801533,6.3,CHEMBL349091
3,355.6307692953014,-10.099227335218492,-3.638376909625403,2.6605231673169247,4.8136479741470755,6.55,CHEMBL136664
4,354.82961579229533,-31.530401551887188,8.283214666131025,-4.677732262873676,0.10823703901350207,5.16,CHEMBL63397
5,353.82318140989577,-31.645209986401476,8.798506626338861,-4.996532338665799,1.177168810176622,6.72,CHEMBL67175
6,352.82032909993217,-31.552555964541785,8.93678047900589,-5.318817159153669,1.7942590831648126,6.32,CHEMBL479928
7,350.9456630538076,55.167681399352155,2.0253628627825497,-6.591125530266155,-4.4193679319259225,6.08,CHEMBL1627410
8,350.7740075880108,-23.466190915731428,-4.821911313742757,1.4776270701157324,1.6378140036486926,6.82,CHEMBL228541
9,349.7965117325446,-26.603769850492984,-1.9705557119390278,-0.5184778508773733,1.3802632490291071,4.7,CHEMBL228371
10,348.82570251068944,-31.46673155087361,8.5908340949802,-5.041402388073117,2.057386590600043,6.8,CHEMBL598009
11,347.79215454780103,-22.954672505448617,-11.067336275321933,7.417323125285043,-11.218518521903503,6.34,CHEMBL231602
12,346.8076373121849,-24.24209273087065,-9.70776774384422,9.787508743470738,-12.736390818789047,5.05,CHEMBL27198
13,345.8350574641029,-27.825031798399372,-7.471559314510602,6.895738399678994,-13.792311552995455,5.22,CHEMBL284412
14,344.8242980714492,-31.24009639066334,7.213365579447974,-3.686211578770686,0.8636701510308245,4.5,CHEMBL79227
15,343.77333065059725,-23.516333924028043,-4.731133849563524,1.3455980869953008,2.009225922056885,6.6,CHEMBL228542
16,342.77248789367724,-19.66230789506735,-12.145395137380524,13.994412004693128,-11.618996857650107,4.72,CHEMBL27197
17,341.8264614575385,-31.497555857904455,8.160251004281985,-4.764347128951686,1.4503909609030285,5.29,CHEMBL325346
18,340.7468705131578,-22.77823216137425,-1.447279372394399,-0.16361245291808535,1.3933560579593485,6.87,CHEMBL344037
19,339.79700503211274,-26.70030472957978,-2.023870651013749,-0.4797338829916801,1.230775897761311,4.37,CHEMBL389265
20,338.73636519501554,-20.344702435904725,-3.2590025945704664,4.8040402019717705,4.4480937314079005,5.47,CHEMBL84380
21,337.82579159909005,-31.537433148795454,8.248926951851942,-4.807574165160219,1.755266444468258,5.54,CHEMBL1672974
22,336.82541170992016,-31.5401599270409,8.23184660024746,-4.824030813761595,1.7768409404365286,9.89,CHEMBL1672979
