,1,2,3,pChEMBL.Value,Name
0,-358.4996949577718,-1.859281084495737,-1.314447362739503,4.98,CHEMBL76374
1,-357.49973445772,-1.5116252295536572,-1.6949193431845826,5.47,CHEMBL420395
2,-356.4996099124647,-1.8757169437909853,-1.1303744218490228,6.3,CHEMBL349091
3,-355.4979720357437,-2.2068796928607446,-1.3449418869707994,6.55,CHEMBL136664
4,-354.4990774559045,-2.1229779179198753,-0.6167220662412959,5.16,CHEMBL63397
5,-353.49829489552997,-2.7703207690232863,1.8660426313985916,6.32,CHEMBL479928
6,-352.5022983202048,3.4049717910848845,-1.5522055937337522,6.08,CHEMBL1627410
7,-351.4989747237999,-2.3196128912439846,-0.36552399197119645,6.72,CHEMBL67175
8,-350.49866258074974,-3.0033212723935065,2.3958452737719567,6.8,CHEMBL598009
9,-349.5051140169695,2.5479993530190552,2.7457589005912757,4.7,CHEMBL228371
10,-348.5047348526237,2.607301875166163,2.6562938958038793,6.82,CHEMBL228541
11,-347.50268489590144,1.7021908977518214,2.6644539330524193,5.22,CHEMBL284412
12,-346.50421750958225,2.755319187670864,1.9741905606104808,5.05,CHEMBL27198
13,-345.50382586102035,2.6279263133486572,2.266190013579649,6.34,CHEMBL231602
14,-344.49981267736206,-2.329044538127551,-0.618202483238816,4.5,CHEMBL79227
15,-343.5042211900112,2.758181536135298,1.976142010383567,4.72,CHEMBL27197
16,-342.4996005572411,-2.9704277065799634,2.292594892432434,5.29,CHEMBL325346
17,-341.5047272235517,2.5721085493625537,2.5408336435229057,6.6,CHEMBL228542
18,-340.49736377171786,-2.4360287275830643,-1.1883105608433766,6.87,CHEMBL344037
19,-339.5047593297011,2.661831484830671,2.7447291372744527,4.37,CHEMBL389265
20,-338.49962296066764,-1.450529662761397,-1.8656260706130114,5.47,CHEMBL84380
21,-337.4993836074616,-2.972187500003106,2.3518529749678003,5.54,CHEMBL1672974
22,-336.4987023183793,-3.0328695125270144,2.47160128367212,9.89,CHEMBL1672979
23,-335.4997614475327,-1.4906346741478247,-1.6806087115152897,4.65,CHEMBL305637
24,-334.498053917345,-2.157189387369276,-1.407130390490423,4.95,CHEMBL334696
25,-333.50411818442984,2.3954105566351536,2.197246588884116,4.54,CHEMBL27775
26,-332.4994888886336,-1.9297110825536103,-1.0563487977474768,5.03,CHEMBL347202
27,-331.501802546313,1.2395952885130748,-0.5875657572484045,5.03,CHEMBL184540
28,-330.4995040882481,-1.8510852943746952,-1.1224269538263176,5.77,CHEMBL443552
29,-329.503600307843,2.5090665002051766,1.9624434395892774,5.85,CHEMBL26541
30,-328.50199548292767,1.4189174064665326,-0.3365037906065539,6.75,CHEMBL186816
31,-327.49911057976567,-2.0972167817399807,-0.5991590182835274,5.3,CHEMBL63504
32,-326.49939710236794,-2.9616922223001865,2.3590082908024472,6.62,CHEMBL1672982
33,-325.4988321762588,-2.9475494793254158,2.443653267627896,6.72,CHEMBL390496
34,-324.50274516262164,3.5479209748390383,-1.6912007261732738,5.99,CHEMBL1627553
