,1,2,3,pChEMBL.Value,Name
0,-358.50007411262794,0.4612802851634578,-0.28168207427745756,4.98,CHEMBL76374
1,-357.500074483337,0.4612230480158905,-0.28206267097318743,5.47,CHEMBL420395
2,-356.500089830501,0.7892652033657228,-0.16023276835561892,6.3,CHEMBL349091
3,-355.5003357841499,0.5462382853678386,-0.02219009706938955,5.16,CHEMBL63397
4,-354.5002043361826,0.6183997207743802,-0.15428654563052996,6.55,CHEMBL136664
5,-353.4997813987873,-1.7896000294043073,0.41283843223097866,6.08,CHEMBL1627410
6,-352.4996051362672,0.8337261676287018,1.8577597655465847,6.32,CHEMBL479928
7,-351.50017649439457,0.7821511797895259,0.1827665680720108,6.72,CHEMBL67175
8,-350.49962947922285,0.8658661141722932,1.8803979601371557,6.8,CHEMBL598009
9,-349.500683611127,0.6682818388077666,-0.9646824090722953,4.7,CHEMBL228371
10,-348.50119615825145,0.5408468794064282,-1.5695441001497699,6.82,CHEMBL228541
11,-347.5015335723175,0.23203138838522744,-2.0355329323674574,4.72,CHEMBL27197
12,-346.5015492442264,0.2515917203350902,-1.9906928259191914,6.34,CHEMBL231602
13,-345.5012985545471,0.5403123316029084,-1.8649711989132536,5.22,CHEMBL284412
14,-344.50153468444427,0.2318596769425139,-2.0366747224546398,5.05,CHEMBL27198
15,-343.5008466079714,0.4317965729103686,-1.1734450411709707,6.6,CHEMBL228542
16,-342.4997120020029,0.9872340918402075,2.223615484892152,5.29,CHEMBL325346
17,-341.5000454326748,0.6455581080197738,-0.07449959297787775,4.5,CHEMBL79227
18,-340.49971274342073,0.9871196175450656,2.2228542915006972,5.54,CHEMBL1672974
19,-339.4999502097591,0.8577698804748893,-0.0998916844359638,6.87,CHEMBL344037
20,-338.500687688925,0.6676522301844846,-0.9688689727252981,4.37,CHEMBL389265
21,-337.49968639595437,0.965127474286483,2.2630563594124493,9.89,CHEMBL1672979
22,-336.500202060578,0.26794237571352997,-0.15880550680414657,5.47,CHEMBL84380
