,1,2,3,4,pChEMBL.Value,Name
0,358.53572653230106,-9.325113529987874,-9.642488544888192,-4.605572754050263,4.98,CHEMBL76374
1,357.52908530890204,-3.032552088077707,-8.649909063577804,-3.663721949163929,6.3,CHEMBL349091
2,356.5347933293875,-4.618440106632623,-8.78233280260832,-4.496613773443281,5.47,CHEMBL420395
3,355.5233941376132,-0.3573537536469204,-7.767985139079038,-2.7932713487952587,6.55,CHEMBL136664
4,354.5160280494499,-14.977168557080235,-2.948088943376024,-1.6402823723372293,5.16,CHEMBL63397
5,353.51360294906016,-15.08586771949038,-2.248128259467308,-1.3258428730017375,6.72,CHEMBL67175
6,352.5221171617727,1.672902736744956,-3.526746215248191,-4.618818684275588,6.82,CHEMBL228541
7,351.48774118972085,-13.039600042393348,1.797229462328402,5.572645608962038,6.32,CHEMBL479928
8,350.49350768512585,-15.470901840950008,-0.49281221036558015,5.035477559187451,6.8,CHEMBL598009
9,349.48028602343805,8.22118790762673,-1.241218425634312,6.458568705016585,6.08,CHEMBL1627410
10,348.5219908926353,-1.2050190904626794,-4.523145605876865,-4.280712608943503,4.7,CHEMBL228371
11,347.5004829887997,10.04908922930844,21.99424821973823,-7.778762447284931,5.05,CHEMBL27198
12,346.49333866156496,10.014160751704539,22.624389413471302,-6.768541946131462,6.34,CHEMBL231602
13,345.49986633379297,13.1866830208749,22.5667721502384,-7.708388732283459,4.72,CHEMBL27197
14,344.496807834965,8.062575930404764,22.496884480920112,-7.819419593742762,5.22,CHEMBL284412
15,343.53648293415864,-12.467513833648427,-10.23829986639209,-4.733719406833869,4.5,CHEMBL79227
16,342.49328279547734,-15.717030295825383,0.999690035628935,4.726795771331076,5.29,CHEMBL325346
17,341.5213030153744,1.6496166772930103,-3.7027683337942454,-4.429769354200848,6.6,CHEMBL228542
18,340.4676670455924,-17.03649121903703,7.6070064470580405,9.523645580721782,5.54,CHEMBL1672974
19,339.52587861575745,-4.834363741779654,-7.0870614257405435,-3.9694758418147056,6.87,CHEMBL344037
20,338.46766712893987,-17.03837653765962,7.604644481832989,9.52740080464297,9.89,CHEMBL1672979
21,337.5238895011881,-1.1912300203114847,-4.199991017783636,-4.853879355390072,4.37,CHEMBL389265
22,336.53342935935075,-2.6267474111761273,-9.377059213308717,-3.8454160031368305,5.47,CHEMBL84380
23,335.51959636113224,1.2421929611788027,-9.937193436950619,-0.6705795830711166,4.95,CHEMBL334696
24,334.5340245345342,0.08257859661189962,-7.949573990921044,-4.45562295493282,4.65,CHEMBL305637
25,333.53086412538335,-6.2082931673664445,-9.019347289150929,-3.9669751020795454,5.03,CHEMBL347202
26,332.5044239117932,-0.4343040387341934,20.23685251567324,-8.685113651951664,4.54,CHEMBL27775
27,331.5300898027847,-4.624380931799562,-8.853806027779182,-3.86292623908936,5.77,CHEMBL443552
28,330.5156373782553,3.764734714385047,-2.6411201609012553,-4.080156157298971,5.03,CHEMBL184540
29,329.5154069476513,3.760782215627666,-2.643656972931519,-4.070826464463427,6.75,CHEMBL186816
30,328.4978117952393,8.692256625245694,22.33556896033247,-8.008879226097404,5.85,CHEMBL26541
31,327.5162500003309,-14.984802429229697,-2.985074799676052,-1.7320393911676657,5.3,CHEMBL63504
32,326.49342388524354,-15.721976384717316,0.9778029187021552,4.672921042475837,6.72,CHEMBL390496
33,325.4686656946922,-17.179578991003318,7.93932513375265,9.28971524936414,6.62,CHEMBL1672982
34,324.5071752774842,-10.747851969669641,-1.3592630269394186,-0.23389106714264948,6.72,CHEMBL137119
35,323.48053143320413,8.211495825885478,-1.2769689735140515,6.369499792490309,6.96,CHEMBL1627418
36,322.4816461234671,5.300351016777325,-1.9044369994884716,6.336461831876499,5.99,CHEMBL1627553
37,321.5111121840185,2.0997939308734552,-4.157324886469816,-1.0520446173847913,4.99,CHEMBL181078
38,320.5062790666174,-10.999133672803106,-2.811128248860968,0.6863290533692044,5.59,CHEMBL137313
39,319.52050767998486,6.251325491155299,-5.9364916753161125,-3.261524249512395,7.35,CHEMBL137289
40,318.5297172258461,-7.293293590277968,-13.097884059287358,-1.7235633826882477,6.0,CHEMBL26036
41,317.49901884965266,13.36057327562502,-5.2407488875094375,2.0014077660377825,5.25,CHEMBL1627428
42,316.49915508176065,17.885722572080677,23.389942036218258,-7.691186770506863,4.3,CHEMBL285011
43,315.5242295008034,1.6793406707522276,-3.239207636925361,-5.280344041447763,5.38,CHEMBL426202
44,314.5187272695583,0.39770482281498476,-4.447907932505854,-3.98559870617799,5.34,CHEMBL389890
45,313.46254113872743,-13.576269563023738,6.6417363087279515,9.774045042874674,4.1,CHEMBL1159897
46,312.523171915042,10.452813198502684,-6.7688721437985375,-1.733778822224375,7.25,CHEMBL44459
47,311.50463086213415,14.312248644421308,-7.145200236485211,1.7069066227426544,5.7,CHEMBL1627411
48,310.5224624186988,1.6610278245124657,-3.58427976949268,-4.761551824678491,7.3,CHEMBL389889
49,309.51872302825075,-0.8758460694291792,-5.116442408513033,-3.76647717897877,5.4,CHEMBL389867
50,308.52254636606585,1.969526050683891,-3.9031546582809167,-4.730741832030474,4.89,CHEMBL228797
51,307.51907461774914,0.44315391486448297,-6.682204224870468,-2.3079482040081167,5.1,CHEMBL444886
52,306.53583744535035,-7.770736170486934,-9.42608875264928,-4.743704709895919,5.23,CHEMBL306782
53,305.53552911784686,-6.201939274703701,-9.139826787399194,-4.708517852395182,5.42,CHEMBL78282
54,304.50125390723383,2.6804385669155457,-4.461751831888843,1.639205037676786,6.58,CHEMBL187900
55,303.5345959149336,-1.4952658513484687,-8.279671045119311,-4.599558871788145,5.32,CHEMBL80330
56,302.4814733545813,9.376610953925258,-0.2564130146415108,5.734347576898818,6.96,CHEMBL1627421
57,301.47316598677435,11.731656783745766,1.1999884299190502,7.018525016748424,6.58,CHEMBL1945897
58,300.5037716428478,19.01637744372672,-6.297373112972001,1.7852799304062121,6.36,CHEMBL1627427
59,299.5149966662729,3.6720579343526505,-1.3173557780961382,-4.700362643300906,4.91,CHEMBL188214
60,298.5349535648551,-3.0657591631649153,-8.574152089547175,-4.655136177917867,5.3,CHEMBL421505
61,297.5140632916283,-15.101700935800372,-2.324839665126626,-1.5161537268722722,6.11,CHEMBL65211
62,296.517244104245,-15.098312665670605,-2.639659359733977,-2.155220381753911,5.15,CHEMBL305077
63,295.5191732625852,0.4397610827980571,-6.698642383226035,-2.3487291012660876,5.4,CHEMBL387708
64,294.5254577704879,-3.262609154450799,-6.9804235651429165,-4.0115585273322525,7.21,CHEMBL138488
65,293.4807463660061,8.205354691316742,-1.31792983129363,6.268257851146053,7.62,CHEMBL1627429
66,292.4953594047904,22.304446498222987,-2.547158882384309,2.3623407767757674,6.72,CHEMBL385226
67,291.4762681982988,9.30074064327026,-0.49454164236873044,6.917701331950897,7.21,CHEMBL270250
68,290.45582194817604,9.322112140559648,6.807210738842768,10.504730301635094,7.66,CHEMBL1627617
69,289.517301647066,-15.100291817709351,-2.6492482854413915,-2.1790092384877267,5.28,CHEMBL63345
70,288.51747516687936,-14.975653170054523,-2.87754500761153,-2.0910091264839537,5.34,CHEMBL65399
71,287.5026123164612,25.28902040280984,-5.164653870738339,1.8954416874656745,5.22,CHEMBL1628149
72,286.49352721420365,-15.750680802755605,0.9311660351422352,4.552494661041228,7.4,CHEMBL108646
73,285.50161499750703,12.421046729014673,-6.856216271622173,2.116859833422911,5.85,CHEMBL407952
74,284.50580245673444,9.597375876905549,-8.045081528124378,1.4993938070955228,4.84,CHEMBL1627625
75,283.4983413971365,7.156029905059828,21.76799763986879,-7.967469972267714,5.5,CHEMBL26969
76,282.51657457514335,-16.269662761695276,-3.7084031368684607,-1.6488541881616845,5.24,CHEMBL63838
77,281.49377056644266,9.995133729967165,22.54028660742632,-6.972291247500801,5.16,CHEMBL25794
